text,category,label
"A person purchased a pen and a pencil for ` 15. He sold the pen at a profit of 20% and the pencil at a profit of 30%. If his total profit was 24%, find the cost price of the pen.",Mixtures and Alligations,14
"A container is full of a mixture of kerosene and petrol in which there is 18% kerosene. Eight liters are drawn off and then the vessel is filled with petrol. If the kerosene is now 15%, how much does the container hold?",Mixtures and Alligations,14
Two solutions of 80% and 87% purity are mixed resulting in 35 liters of mixture of 84% purity. How much is the quantity of the first solution in the resulting mixture?,Mixtures and Alligations,14
"In the Delhi zoo, there are lions and there are hens. If the heads are counted, there are 180, while the legs are 448. What will be the number of lions in the zoo?",Mixtures and Alligations,14
"A bonus of ` 1,00,000 was divided among 500 workers of a factory. Each male worker gets 500 rupees and each female worker gets 100 rupees. Find the number of male workers in the factory.",Mixtures and Alligations,14
"What will be the ratio of honey and water in the final solution formed by mixing honey and water that are present in three vessels of equal capacity in the ratios 4:1, 5:2 and 6:1 respectively?",Mixtures and Alligations,14
"A mixture worth ` 80 a kg is formed by mixing two types of flour, one costing 50 per kg while the other 110 per kg. In what proportion must they have been mixed?",Mixtures and Alligations,14
"A 10 percent gain is made by selling the mixture of two types of milk at ` 48 per kg. If the type costing ` 61 per kg was mixed with 100 kg of the other, how many kilograms of the former was mixed?",Mixtures and Alligations,14
A man buys milk at ` 85 per liter and dilutes it with water. He sells the mixture at the same rate and thus gains 11.11%. Find the quantity of water mixed by him in every liter of milk.,Mixtures and Alligations,14
In what proportion must water be mixed with honey so as to gain 10% by selling the mixture at the cost price of the honey? (Assume that water is freely available),Mixtures and Alligations,14
A milkman stole milk from a can that contained 50% of milk and he replaced what he had stolen with milk having 20% milk. The bottle then contained only 25% milk. How much of the bottle did he steal?,Mixtures and Alligations,14
"Shruti possessing ` 10,000, lent a part of it at 5% simple interest and the remaining at 20% simple interest. Her total income after 5 years was `7500. Find the sum lent at 20% rate.",Mixtures and Alligations,14
"Sharman decides to travel 100 kilometres in 8 hours partly by foot and partly on a bicycle, his speed on foot being 10 km/h and that on bicycle being 20 km/h, what distance would he travel on foot?",Mixtures and Alligations,14
"A dinner party is to be fixed for a group of 100 persons. In this party, 50 persons do not prefer fish, 60 prefer chicken and 10 do not prefer either chicken or fish. Find the number of people who prefer both fish and chicken.",Permutation & Combination,5
In how many different ways the letters of the word RECTITUDE can be arranged so that vowels come together ?,Permutation & Combination,5
In how many different ways can the letters of the word ‘OPTICAL’ be arranged so that the vowels always come together?,Permutation & Combination,5
"When 40% of a number A is added to another number B, B becomes 125% of its previous value. Then which of the following is true regarding the values of A and B?",Percentage,2
Mr. Ram is worried about the balance of his monthly budget. The price of petrol has increased by 50%. By what percent should he reduce the consumption of petrol so that he is able to balance his budget?,Percentage,2
"In Question 11, if Mr. Ram wanted to limit the increase in his expenditure to 20% on his basic expenditure on petrol then what should be the corresponding decrease in consumption?",Percentage,2
Ashok sells his goods 50% dearer than Shankar and 20% dearer than Bishnu. How much percentage is Bishnu’s goods dearer than Shankar’s?,Percentage,2
"In an election between 2 candidates, Chaman gets 80% of the total valid votes. If the total votes were 12000, what is the number of valid votes that the other candidate Dhande gets if 15% of the total votes were declared invalid?",Percentage,2
"In a physical measurement, by mistake Shyam gave his height as 25% more than normal. In the interview panel, he clarified that his height was 5 feet 5 inches. Find the percentage correction made by the candidate from his stated height to his actual height.",Percentage,2
"Raunak generally wears his father’s coat. Unfortunately, his cousin Vikas told him one day that he was wearing a coat of length more than his height by 15%. If the length of Raunak’s father’s coat is 345 cm then find the actual length (in cm) of his coat.",Percentage,2
A number is mistakenly divided by 2 instead of being multiplied by 2. Find the percentage change in the result due to this mistake.,Percentage,2
